PSP;NL
After send_washer_fluid_level_alert, it is always the case that if seatbelt_alert holds, then required_maintenance holds as well.;IF send washer fluid level alert AND seatbelt alert is on THEN the vehicle requires maintenance.
After light_sources_intensity > 1960, it is always the case that emergency_brake holds.;IF intensity of light sources is GREATER THAN 1960 cd THEN activate emergency brake.
Globally, it is always the case that light_sources_distance >= tire_pressure holds.;distance of light sources is EQUAL or GREATER THAN tire pressure.
Globally, it is never the case that wiper_speed <= 0 holds.;wiper speed MUST NOT be EQUAL or LESS THAN 0 rpm.
After behind_passengers = 1, it is always the case that send_coolant_level_alert holds.;IF the number of passengers seat behind is EQUAL to 1 people THEN send coolant level alert.
Globally, it is always the case that if approaching_vehicle_velocity < 12 and direct_sunlight_state holds, then AVG_MF <= 0.7 holds as well.;IF velocity of approaching vehicle is LESS THAN 12 km/h AND state of direct sunlight THEN average magnification factor MUST be EQUAL or LESS THAN 0.7.
Globally, it is always the case that if driver_side holds, then zoom_in eventually holds.;IF the driver side is occupied THEN zoom in the camera.
Globally, it is always the case that if turning and engine_rpm < 3200 holds, then send_washer_fluid_level_alert and lock_steering eventually holds.;IF vehicle is turning AND engine RPM is LESS THAN 3200 rpm THEN send washer fluid level alert AND lock steering.
Globally, it is always the case that approaching_vehicle_velocity >= 5 holds.;velocity of approaching vehicle is EQUAL or GREATER THAN 5 km/h.
Globally, it is always the case that traffic_flow_speed <= 55 holds.;traffic flow speed is EQUAL or LESS THAN 55 km/h.
Globally, it is always the case that if soiling_camera holds, then ABS_activation and MIN_MF = 0.3 holds as well.;IF soiling on the cameras THEN ABS is activated AND minimum magnification factor EQUAL to 0.3.
Globally, it is never the case that light_sources_distance = 367 holds.;distance of light sources MUST NOT be EQUAL to 367 m.
Globally, it is always the case that cruise_control_speed >= 130 holds.;cruise control speed is EQUAL or GREATER THAN 130 km/h.
Globally, it is always the case that if low_gps_signal and class <= 3 holds, then climate_control_setting >= 29 eventually holds.;IF GPS signal is low AND class is EQUAL or LESS THAN 3 THEN climate control setting MUST be EQUAL or GREATER THAN 29 C.
Globally, it is always the case that if approaching_vehicle_distance >= 8 and required_field_vision >= 78 holds, then eco_mode and send_airbag_conditions_alert holds as well.;IF distance of approaching vehicle is EQUAL or GREATER THAN 8 m AND required field of vision is EQUAL or GREATER THAN 78 m THEN activate eco mode AND send airbag conditions alert.
After light_sources_intensity = 1240, it is always the case that if tire_rotation_alert holds, then send_low_fuel_alert holds as well.;IF intensity of light sources is EQUAL to 1240 cd AND tire rotation alert is on THEN send low fuel alert.
After on_left_lane, it is always the case that blind_spot holds.;IF the vehicle is in the left lane THEN object on blind spot.
Globally, it is never the case that horizontal_vision >= 8 holds.;horizontal vision MUST NOT be EQUAL or GREATER THAN 8 m.
Globally, it is never the case that wind_speed < 35 holds.;wind speed MUST NOT be LESS THAN 35 km/h.
Globally, it is always the case that if traffic_flow_speed <= 128 and cruise_control_speed < 7 holds, then wiper holds as well.;IF traffic flow speed is EQUAL or LESS THAN 128 km/h AND cruise control speed is LESS THAN 7 km/h THEN activate wiper.
After steering_adjustment, it is always the case that if fog_density >= 85 holds, then send_sleeping_alert eventually holds.;IF steering adjustment AND fog density is EQUAL or GREATER THAN 85 % THEN send sleeping alert.
Globally, it is never the case that required_field_vision = 80 holds.;required field of vision MUST NOT be EQUAL to 80 m.
Globally, it is never the case that road_curvature < 157 holds.;road curvature MUST NOT be LESS THAN 157 degrees.
After horizontal_vision <= 8, it is always the case that HDR holds.;IF horizontal vision is EQUAL or LESS THAN 8 m THEN enable HDR.
Globally, it is always the case that if cruise_control and passenger_side holds, then climate_control_setting >= 20 holds as well.;IF cruise control is activated AND the passenger side is occupied THEN climate control setting MUST be EQUAL or GREATER THAN 20 C.
After length_driven < 1627, it is always the case that zoom_out and vertical_vision < 12 holds.;IF total length driven by the vehicle is LESS THAN 1627 km THEN zoom out the camera AND vertical vision CAN be LESS THAN 12 m.
Globally, it is always the case that wiper_speed = 2 holds.;wiper speed is EQUAL to 2 rpm.
Globally, it is always the case that if radio_volume > 2 holds, then send_alert and send_low_fuel_alert holds as well.;IF radio volume is GREATER THAN 2 dB THEN send generic alert AND send low fuel alert.
Globally, it is always the case that if battery_charge_alert and traffic_density = 58 holds, then cruise_control_speed >= 123 and HDR eventually holds.;IF battery charge alert is on AND traffic density is EQUAL to 58 vehicles/km THEN cruise control speed MUST be EQUAL or GREATER THAN 123 km/h AND enable HDR.
Globally, it is never the case that coolant_level >= 96 holds.;coolant level MUST NOT be EQUAL or GREATER THAN 96 C.
Globally, it is always the case that vertical_longitudinal_median_plane <= 153 holds.;vertical longitudinal median plane is EQUAL or LESS THAN 153 m.
Globally, it is always the case that if backing_up and adjust_default_view holds, then signal_lamp_event eventually holds.;IF vehicle is backing up AND adjust default view THEN signal-lamp.
After monitor_luminance_ratio >= 173, it is always the case that if luminance > 1.3 holds, then auto_accelerate_sensitivity >= 4 eventually holds.;IF monitor luminance ratio is EQUAL or GREATER THAN 173 AND luminance is GREATER THAN 1.3 lx THEN auto accelerate sensitivity MUST be EQUAL or GREATER THAN 4 %.
Globally, it is always the case that if blind_spot holds, then warning_emergency holds as well.;IF object on blind spot THEN send warning emergency vehicle.
After driver_seatbelt, it is always the case that if horizontal_vision > 1 holds, then send_collision_alert holds as well.;IF the driver is wearing the seatbelt AND horizontal vision is GREATER THAN 1 m THEN send collision alert.
Globally, it is always the case that if adjust_default_view holds, then send_coolant_level_alert and send_washer_fluid_level_alert eventually holds.;IF adjust default view THEN send coolant level alert AND send washer fluid level alert.
After perceived_light_sources_number > 1, it is always the case that if climate_control_setting = 27 holds, then stay_in_lane eventually holds.;IF number of perceived light sources is GREATER THAN 1 AND climate control setting is EQUAL to 27 C THEN activate stay in lane algorithm.
After min_speed_limit = 15 and older_driver, it is always the case that NN_clean_image_result > 0 and emergency_record holds.;IF minimum speed limit is EQUAL to 15 km/h AND older driver THEN clean process algorithm result CAN be GREATER THAN 0 AND record an emergency video.
After acceleration_adjustment, it is always the case that if tire_rotation_alert holds, then night_light_state eventually holds.;IF acceleration adjustment AND tire rotation alert is on THEN night light condition.
Globally, it is always the case that vertical_vision <= 10 holds.;vertical vision is EQUAL or LESS THAN 10 m.
Globally, it is always the case that if camera_number >= 4 and tire_rotation_alert holds, then steering_adjustment and MIN_MF > 0.2 holds as well.;IF camera number is EQUAL or GREATER THAN 4 AND tire rotation alert is on THEN steering adjustment AND minimum magnification factor CAN be GREATER THAN 0.2.
After camera_number >= 2, it is always the case that if tire_pressure <= 36 holds, then full_beam holds as well.;IF camera number is EQUAL or GREATER THAN 2 AND tire pressure is EQUAL or LESS THAN 36 psi THEN activate full beam lights.
After distraction_alert, it is always the case that if automatic_luminance_contrast_adjustment holds, then send_coolant_level_alert holds as well.;IF distraction alert is on AND automatic luminance contrast adjustment THEN send coolant level alert.
After air_conditioning, it is always the case that if horizontal_vision > 10 holds, then MIN_MF >= 0.8 holds as well.;IF activate air conditioning AND horizontal vision is GREATER THAN 10 m THEN minimum magnification factor MUST be EQUAL or GREATER THAN 0.8.
After send_airbag_conditions_alert, it is always the case that if gear >= 4 holds, then airbag_deploy eventually holds.;IF send airbag conditions alert AND gear number is EQUAL or GREATER THAN 4 gear THEN activate airbag deployment.
Globally, it is never the case that coolant_level > 98 holds.;coolant level MUST NOT be GREATER THAN 98 C.
Globally, it is always the case that max_speed_limit <= 96 holds.;maximum speed limit is EQUAL or LESS THAN 96 km/h.
After distance_center_lane > 2, it is always the case that if oil_level > 25 holds, then stay_in_lane holds as well.;IF distance from center lane is GREATER THAN 2 m AND oil level is GREATER THAN 25 % THEN activate stay in lane algorithm.
Globally, it is never the case that luminance >= 0.7 holds.;luminance MUST NOT be EQUAL or GREATER THAN 0.7 lx.
Globally, it is always the case that if object_detection and climate_control_setting = 25 holds, then need_revision and AVG_MF <= 0.5 holds as well.;IF object is detected AND climate control setting is EQUAL to 25 C THEN vehicle revision is needed AND average magnification factor MUST be EQUAL or LESS THAN 0.5.
After seatbelt_alert and coolant_level_alert, it is always the case that auto_dimming and emergency_brake holds.;IF seatbelt alert is on AND coolant level alert is on THEN activate auto dimming AND activate emergency brake.
After warning_emergency, it is always the case that if distraction_alert holds, then monitor_luminance_ratio > 123 holds as well.;IF send warning emergency vehicle AND distraction alert is on THEN monitor luminance ratio CAN be GREATER THAN 123.
After emergency_record, it is always the case that if tire_pressure_alert holds, then horn eventually holds.;IF record an emergency video AND tire pressure alert is on THEN activate horn.
